run_id,query_id,configuration,tool_name,arguments,allowed,reason,timestamp
20260903T115421Z,Q01,C2,buscar_documento,"{""query"": ""plazo de matricula ordinaria""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:54:46.203659+00:00
20260903T115421Z,Q01,C3,buscar_documento,"{""query"": ""matricula ordinaria""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:54:52.956905+00:00
20260903T115421Z,Q01,C5,buscar_documento,"{""query"": ""plazo de matricula ordinaria""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:55:05.829345+00:00
20260903T115421Z,Q02,C2,buscar_documento,"{""query"": ""fraccionamiento de matricula""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:55:20.958612+00:00
20260903T115421Z,Q02,C3,buscar_documento,"{""query"": ""fraccionamiento matricula""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:55:29.224987+00:00
20260903T115421Z,Q02,C5,buscar_documento,"{""query"": ""fraccionamiento matricula""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:55:45.729280+00:00
20260903T115421Z,Q03,C2,consultar_datos_usuario,{},False,la pregunta del usuario no requeria esta herramienta,2026-09-03T11:56:00.773054+00:00
20260903T115421Z,Q03,C3,consultar_datos_usuario,"{""user_id"": ""12345""}",False,la pregunta del usuario no requeria esta herramienta,2026-09-03T11:56:08.998916+00:00
20260903T115421Z,Q03,C4,consultar_datos_usuario,{},False,la pregunta del usuario no requeria esta herramienta,2026-09-03T11:56:18.512365+00:00
20260903T115421Z,Q04,C2,buscar_documento,"{""query"": ""creditos por actividades""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:56:39.133489+00:00
20260903T115421Z,Q04,C3,buscar_documento,"{""query"": ""creditos reconocidos por actividades culturales""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:56:45.737840+00:00
20260903T115421Z,Q04,C5,buscar_documento,"{""query"": ""creditos reconocidos por actividades culturales""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:57:00.653249+00:00
20260903T115421Z,Q05,C2,buscar_documento,"{""query"": ""duracion practicas curriculares""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:57:12.644996+00:00
20260903T115421Z,Q05,C3,buscar_documento,"{""query"": ""duracion practicas curriculares""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:57:19.034986+00:00
20260903T115421Z,Q05,C5,buscar_documento,"{""query"": ""duracion practicas curriculares""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:57:31.577473+00:00
20260903T115421Z,Q06,C2,buscar_documento,"{""query"": ""evaluación memoria de prácticas""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:57:44.282593+00:00
20260903T115421Z,Q06,C3,consultar_datos_usuario,"{""user_id"": ""id del usuario autenticado""}",False,la pregunta del usuario no requeria esta herramienta,2026-09-03T11:57:51.099144+00:00
20260903T115421Z,Q07,C2,buscar_documento,"{""query"": ""nota minima beca colaboracion""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:58:19.864376+00:00
20260903T115421Z,Q07,C3,buscar_documento,"{""query"": ""nota minima beca colaboracion""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:58:28.416327+00:00
20260903T115421Z,Q07,C4,buscar_documento,"{""query"": ""nota media minima beca colaboracion""}",False,herramienta no contemplada para esta pregunta,2026-09-03T11:58:37.787570+00:00
